,Neighbourhood,VenueName,VenueCategory,VenueLatitude,VenueLongitude
1538,Chinatown,TOCA,Italian Restaurant,43.64543117726125,-79.38705858895491
1539,Chinatown,Brick Street Bakery,Bakery,43.6488151631615,-79.38060468610949
1540,Chinatown,Smoke's Poutinerie,Poutine Place,43.64832485079356,-79.38764632711833
1541,Chinatown,Michael's on Simcoe,Steakhouse,43.64826881661747,-79.38632821234134
1542,Chinatown,La Carnita,Taco Place,43.647291470152034,-79.389929645749
1543,Chinatown,Hilton Toronto Executive Lounge,Breakfast Spot,43.650363125865155,-79.38580184119992
1544,Chinatown,Kojin,Colombian Restaurant,43.64939770725357,-79.38609106624851
1545,Chinatown,Queen Mother Cafe,Thai Restaurant,43.650401,-79.389156
1546,Chinatown,Little India Restaurant,Indian Restaurant,43.65031880877208,-79.38899760320798
1548,Chinatown,Noodle King,Asian Restaurant,43.65170632794881,-79.38304628912547
1549,Chinatown,The Gabardine,American Restaurant,43.65098801064232,-79.38122513218154
1550,Chinatown,iQ Food Co. (First Canadian Place),Salad Place,43.64835708519922,-79.38219241858727
1551,Chinatown,A&W,Fast Food Restaurant,43.645982,-79.389621
1552,Chinatown,Thai Island,Thai Restaurant,43.64914597811404,-79.38379835292523
1553,Chinatown,Mos Mos Coffee,Café,43.64815919753501,-79.37874450467258
1554,Chinatown,Kupfert & Kim (First Canadian Place),Gluten-free Restaurant,43.64854659465186,-79.38162406470161
1555,Chinatown,Union Chicken,Fried Chicken Joint,43.64491185903613,-79.38232534702786
1556,Chinatown,Blaze Pizza,Pizza Place,43.64906304786478,-79.39084761040422
1557,Chinatown,Dineen Coffee,Café,43.650497,-79.378765
1558,Chinatown,Tachi,Sushi Restaurant,43.650364,-79.383906
1559,Chinatown,Richmond Station,American Restaurant,43.65156872562108,-79.37926594000328
1560,Chinatown,Ebisu,Japanese Restaurant,43.650345,-79.388886
1563,Chinatown,RaviSoups,Soup Place,43.64736939566164,-79.39183955161323
1564,Chinatown,Fat Bastard Burrito Co.,Burrito Place,43.648146672800344,-79.38921873094012
1565,Chinatown,Ki Modern Japanese + Bar,Japanese Restaurant,43.64710349021134,-79.37938978621831
1566,Chinatown,Omg! Oh My Gyro!,Souvlaki Shop,43.6500639687058,-79.39110371201055
1567,Chinatown,Eggspectation Bell Trinity Square,Breakfast Spot,43.65314383888587,-79.38198016678167
1568,Chinatown,The Chase,New American Restaurant,43.650951982093595,-79.37942201983014
1569,Chinatown,Forno Cultura,Bakery,43.648532894220665,-79.38253494049307
1570,Chinatown,Scaddabush,Italian Restaurant,43.6447367776608,-79.38535477982775
1571,Chinatown,Café Crêpe,French Restaurant,43.64994045003638,-79.3909491448013
1572,Chinatown,Olly Fresco's,Deli / Bodega,43.646912231909276,-79.37959661696463
1573,Chinatown,Figo,Italian Restaurant,43.64772466405093,-79.39052085550152
1574,Chinatown,Superfood Eateries,Vegetarian / Vegan Restaurant,43.648013500060394,-79.38969430846187
1575,Chinatown,Jack Astor's Bar & Grill,American Restaurant,43.645315,-79.383837
1577,Chinatown,Ruby Thai (First Canadian Place),Thai Restaurant,43.64909140219368,-79.38159990145141
1578,Chinatown,General Assembly,Pizza Place,43.647326115934106,-79.39304291907733
1579,Chinatown,McEwan Foods,Deli / Bodega,43.64716011126396,-79.38104402548048
1580,Chinatown,Five Guys,Burger Joint,43.648952917114954,-79.38148110862167
1581,Chinatown,John & Sons Oyster House,Seafood Restaurant,43.65060229830571,-79.38155510682869
1582,Chinatown,Ematei 絵馬亭,Japanese Restaurant,43.65115644866129,-79.38898951275146
1583,Chinatown,Beerbistro,Gastropub,43.64941904378835,-79.37723726034164
1585,Chinatown,The Jerk Joint,Caribbean Restaurant,43.65037861113823,-79.39050084409105
1586,Chinatown,Hey Lucy,Pizza Place,43.64644323473171,-79.3900444274345
1587,Chinatown,iQ Food Co,Salad Place,43.642851,-79.382081
1588,Chinatown,Sud Forno,Bakery,43.65093965733832,-79.37904545824371
1589,Chinatown,South Street Burger,Burger Joint,43.65061154617051,-79.38109473310139
1590,Chinatown,Café Plenty,Café,43.6491179354577,-79.37831288380438
1591,Chinatown,FLOCK Rotisserie + Greens,Salad Place,43.65098849486318,-79.38191708712704
1592,Chinatown,Mercatto,Italian Restaurant,43.6502431921682,-79.38081989149896
1593,Chinatown,Amano Pasta,Italian Restaurant,43.64491852117436,-79.38235777637108
1594,Chinatown,Akira Back,Japanese Restaurant,43.645375789305994,-79.39206284397356
1595,Chinatown,Manpuku まんぷく,Japanese Restaurant,43.653612411792935,-79.39061276446213
1596,Chinatown,SOCO Kitchen+Bar,Bistro,43.64280448399251,-79.38392149415381
1597,Chinatown,The Shore Club,Seafood Restaurant,43.64582320773401,-79.3867806484435
1598,Chinatown,Movenpick Cafe,Café,43.647686808930885,-79.3772953884033
1599,Chinatown,Buster's Sea Cove,Seafood Restaurant,43.64777410584289,-79.37918080262172
1600,Chinatown,Japango,Sushi Restaurant,43.65526771691681,-79.38516506734886
1601,Chinatown,Leña,Latin American Restaurant,43.65175078455427,-79.37902076748435
1602,Chinatown,Petit Four Bakery,Sandwich Place,43.647743692587085,-79.37958814250598
1603,Chinatown,McCafé,Café,43.644490691919735,-79.38110912246584
1604,Chinatown,Chipotle Mexican Grill,Mexican Restaurant,43.649660996308235,-79.39171395634199
1606,Chinatown,Me Va Me,Middle Eastern Restaurant,43.65005490955589,-79.39055494048628
1607,Chinatown,Karine's,Breakfast Spot,43.653698928318526,-79.39074313568692
1608,Chinatown,Sansotei Ramen 三草亭,Ramen Restaurant,43.655157467561246,-79.38650067479335
1609,Grange Park,Manpuku まんぷく,Japanese Restaurant,43.653612411792935,-79.39061276446213
1610,Grange Park,Karine's,Breakfast Spot,43.653698928318526,-79.39074313568692
1611,Grange Park,Provo Food Bar,Tapas Restaurant,43.654293123974384,-79.39178769369552
1613,Grange Park,Omg! Oh My Gyro!,Souvlaki Shop,43.6500639687058,-79.39110371201055
1614,Grange Park,JaBistro,Sushi Restaurant,43.64968685893743,-79.38809001547467
1615,Grange Park,Café Crêpe,French Restaurant,43.64994045003638,-79.3909491448013
1616,Grange Park,Nota Bene,American Restaurant,43.6505120350372,-79.38813081159722
1617,Grange Park,Queen Mother Cafe,Thai Restaurant,43.650401,-79.389156
1618,Grange Park,Cafe Plenty,Café,43.65457125894357,-79.38944976536852
1619,Grange Park,Vegetarian Haven,Vegetarian / Vegan Restaurant,43.656016028357094,-79.3927577742003
1621,Grange Park,The Jerk Joint,Caribbean Restaurant,43.65037861113823,-79.39050084409105
1622,Grange Park,Little India Restaurant,Indian Restaurant,43.65031880877208,-79.38899760320798
1623,Grange Park,Blaze Pizza,Pizza Place,43.64906304786478,-79.39084761040422
1624,Grange Park,Asian Legend 味香村,Chinese Restaurant,43.65360271388312,-79.39504693953127
1625,Grange Park,Ematei 絵馬亭,Japanese Restaurant,43.65115644866129,-79.38898951275146
1626,Grange Park,Pai,Thai Restaurant,43.64792310735613,-79.38857932631602
1627,Grange Park,Jimmy's Coffee,Café,43.65582710322224,-79.39204216888555
1628,Grange Park,Copacabana Grilled Brazilian,Brazilian Restaurant,43.64833259480477,-79.3881514766071
1629,Grange Park,Ebisu,Japanese Restaurant,43.650345,-79.388886
1630,Grange Park,Burrito Boyz,Burrito Place,43.6484455955513,-79.3879951787513
1631,Grange Park,Byblos Toronto,Mediterranean Restaurant,43.647615054171766,-79.3883810317138
1632,Grange Park,Alo,French Restaurant,43.64857357946059,-79.39624325999638
1633,Grange Park,Rialto Espresso Bar,Café,43.648059,-79.389791
1634,Grange Park,Chipotle Mexican Grill,Mexican Restaurant,43.649660996308235,-79.39171395634199
1635,Grange Park,Maker Pizza,Pizza Place,43.6504011331197,-79.39804047841302
1636,Grange Park,General Assembly,Pizza Place,43.647326115934106,-79.39304291907733
1637,Grange Park,Banh Mi Boys,Sandwich Place,43.648649805139854,-79.39685914804579
1638,Grange Park,The Burger's Priest,Burger Joint,43.648476440165176,-79.38737257506915
1639,Grange Park,RaviSoups,Soup Place,43.64736939566164,-79.39183955161323
1640,Grange Park,Banh Mi Nguyen Huong,Vietnamese Restaurant,43.653628006211044,-79.3983759881993
1641,Grange Park,Sansotei Ramen 三草亭,Ramen Restaurant,43.655157467561246,-79.38650067479335
1642,Grange Park,Rosalinda,Vegetarian / Vegan Restaurant,43.650252483069295,-79.38515575620075
1643,Grange Park,Me Va Me,Middle Eastern Restaurant,43.65005490955589,-79.39055494048628
1644,Grange Park,Momofuku Noodle Bar,Noodle House,43.6493658716176,-79.38621652451032
1645,Grange Park,Yuzu No Hana,Sushi Restaurant,43.6483011115534,-79.3883359381972
1646,Grange Park,Le Gourmand Café,Café,43.648282339042105,-79.39623145239167
1648,Grange Park,Rolltation,Japanese Restaurant,43.65491791857301,-79.3874242454196
1649,Grange Park,Estiatorio Volos,Greek Restaurant,43.65032912559998,-79.38453301297716
1650,Grange Park,The Keg Steakhouse & Bar,Steakhouse,43.649937252985254,-79.38419604942506
1651,Grange Park,Japango,Sushi Restaurant,43.65526771691681,-79.38516506734886
1652,Grange Park,Gallery Sushi,Sushi Restaurant,43.6544805461278,-79.39063459151606
1653,Grange Park,Bosk at Shangri-La,Asian Restaurant,43.649022736761516,-79.38582635521233
1654,Grange Park,La Carnita,Taco Place,43.647291470152034,-79.389929645749
1655,Grange Park,Buna's Kitchen,Bistro,43.64804220591876,-79.39493648214875
1656,Grange Park,Avenue Open Kitchen,Diner,43.647273151492655,-79.39631997359885
1657,Grange Park,Fusaro's Kitchen,Sandwich Place,43.64811852414678,-79.396060378564
1658,Grange Park,Figo,Italian Restaurant,43.64772466405093,-79.39052085550152
1659,Grange Park,Dim Sum King Seafood Restaurant,Dim Sum Restaurant,43.653430070396446,-79.39553945215319
1660,Grange Park,Ruth's Chris Steak House,Steakhouse,43.6499174,-79.3857238
1661,Grange Park,Pizzeria Libretto,Pizza Place,43.64833354686235,-79.38511050184168
1663,Grange Park,Cafe Landwer,Café,43.64875349932059,-79.3853673607289
1664,Grange Park,Kinton Ramen,Ramen Restaurant,43.65579361535061,-79.39404723909021
1665,Grange Park,Light Café 路燈咖啡,Café,43.65607098189164,-79.39302058882892
1666,Grange Park,Dumpling House,Dumpling Restaurant,43.65386003934455,-79.3985583639792
1667,Grange Park,The Moonbean Cafe,Café,43.65414662211733,-79.40018175516231
1668,Grange Park,Saigon Lotus Restaurant,Vietnamese Restaurant,43.654310800343325,-79.39922450076845
1669,Grange Park,Kupfert & Kim,Vegetarian / Vegan Restaurant,43.64794381005563,-79.39612137378384
1670,Grange Park,Corrado's Greek & Italian Cuisine,Souvlaki Shop,43.648259283755635,-79.3904233752731
1671,Grange Park,FIKA Cafe,Café,43.653560276835684,-79.40040209660836
1672,Grange Park,Superfood Eateries,Vegetarian / Vegan Restaurant,43.648013500060394,-79.38969430846187
1674,Grange Park,Rosewood Chinese Cuisine,Chinese Restaurant,43.65317123090316,-79.39670982441321
1675,Grange Park,Fat Bastard Burrito Co.,Burrito Place,43.648146672800344,-79.38921873094012
1676,Grange Park,Fudao Noodle House,Noodle House,43.654645274716124,-79.39887355126278
1677,Grange Park,Peter Pan,Bistro,43.649233467768255,-79.39359100892904
1678,Grange Park,Jules Bistro,French Restaurant,43.64814889137778,-79.39606139334786
1679,Grange Park,Fune Japanese Restaurant,Japanese Restaurant,43.64851365544565,-79.38645657820041
1680,Grange Park,Pi Co.,Pizza Place,43.648651,-79.385874
1681,Grange Park,Hilton Toronto Executive Lounge,Breakfast Spot,43.650363125865155,-79.38580184119992
1682,Grange Park,Assembly Chef's Hall,Food Court,43.650578865093934,-79.3834119303614
1683,Grange Park,Ricarda's Toronto,Mediterranean Restaurant,43.64855585967538,-79.39343248995296
1684,Grange Park,Basil Box,Asian Restaurant,43.64873189146827,-79.39623046744899
1685,Grange Park,Sam James Coffee Bar (SJCB),Café,43.64788137014028,-79.38433152836829
1687,Grange Park,Swatow Restaurant 汕頭小食家,Chinese Restaurant,43.65386562507761,-79.39833353339202
1688,Grange Park,A&W,Fast Food Restaurant,43.645982,-79.389621
1689,Grange Park,Smoke's Poutinerie,Poutine Place,43.64832485079356,-79.38764632711833
1691,Grange Park,Noodle King,Asian Restaurant,43.65170632794881,-79.38304628912547
1692,Grange Park,Corned Beef House,Sandwich Place,43.647801090389194,-79.39011760422979
1693,Grange Park,Khao San Road,Thai Restaurant,43.64630148944898,-79.39381131495668
1694,Grange Park,The Burger's Priest,Burger Joint,43.648426,-79.397292
1695,Grange Park,Kibo Sushi House,Sushi Restaurant,43.64644466833681,-79.39420343605558
1696,Grange Park,Hy's Steakhouse,Steakhouse,43.649504756476944,-79.38291850488223
1697,Grange Park,Kojin,Colombian Restaurant,43.64939770725357,-79.38609106624851
1698,Grange Park,Ali Baba's,Middle Eastern Restaurant,43.65491647880546,-79.38717216891472
1699,Grange Park,Poke Guys,Poke Place,43.65489527525682,-79.38505238381624
1700,Grange Park,Saffron Spice Kitchen,Sri Lankan Restaurant,43.648568280297056,-79.39728377466099
1701,Grange Park,Ajisen Ramen 味千拉麵,Ramen Restaurant,43.65391272417607,-79.39859327119643
1702,Grange Park,Michael's on Simcoe,Steakhouse,43.64826881661747,-79.38632821234134
1703,Grange Park,Cacao 70,Creperie,43.648351398208,-79.39808247973598
1704,Grange Park,Yueh Tung Chinese Restaurant,Chinese Restaurant,43.655281263429195,-79.3853365267765
1705,Grange Park,Hey Lucy,Pizza Place,43.64644323473171,-79.3900444274345
1706,Grange Park,Pho Hung,Vietnamese Restaurant,43.654434,-79.398883
1707,Grange Park,Toronto Popcorn Co,Snack Place,43.65502850858242,-79.39950090464713
1708,Grange Park,KINTON RAMEN,Ramen Restaurant,43.648705139567284,-79.39728052502396
1709,Kensington Market,Seven Lives - Tacos y Mariscos,Mexican Restaurant,43.65441817160925,-79.40054467846261
1710,Kensington Market,The Moonbean Cafe,Café,43.65414662211733,-79.40018175516231
1711,Kensington Market,Jimmy's Coffee,Café,43.65449315540114,-79.40131090393002
1712,Kensington Market,FIKA Cafe,Café,43.653560276835684,-79.40040209660836
1713,Kensington Market,Hibiscus,Vegetarian / Vegan Restaurant,43.655454254557085,-79.4024390910271
1714,Kensington Market,Blackbird Baking Co,Bakery,43.65476385976386,-79.40056588367806
1715,Kensington Market,Golden Patty,Caribbean Restaurant,43.6546590586465,-79.4011788108254
1716,Kensington Market,El Trompo,Mexican Restaurant,43.6558316709016,-79.40256072891863
1717,Kensington Market,FILM CAFE,Comfort Food Restaurant,43.65510856565147,-79.40234241534543
1718,Kensington Market,Ozzy's Burger,Burger Joint,43.65519064459841,-79.40261014020656
1719,Kensington Market,Hanabusa Cafe,Café,43.654643265757464,-79.40062636492314
1720,Kensington Market,Saigon Lotus Restaurant,Vietnamese Restaurant,43.654310800343325,-79.39922450076845
1721,Kensington Market,Wafels and More,Belgian Restaurant,43.65465108367296,-79.40197747917576
1722,Kensington Market,King's Cafe,Vegetarian / Vegan Restaurant,43.65427040798248,-79.40189703859198
1723,Kensington Market,Otto's Berlin Döner,Doner Restaurant,43.65638733696026,-79.40278822246442
1724,Kensington Market,Big Fat Burrito,Burrito Place,43.65607191076809,-79.40258445136877
1725,Kensington Market,Café Pamenar,Café,43.65667776586101,-79.402821713777
1726,Kensington Market,Wanda's Pie in the Sky,Bakery,43.656162824734984,-79.40263037274666
1727,Kensington Market,Pancho's Bakery,Bakery,43.654750233381165,-79.40210500607643
1728,Kensington Market,Livelihood Cafe,Café,43.655820905845346,-79.40262894753235
1729,Kensington Market,Pizzeria Via Mercanti,Italian Restaurant,43.65407077215065,-79.40192005863022
1730,Kensington Market,Banh Mi Nguyen Huong,Vietnamese Restaurant,43.653628006211044,-79.3983759881993
1731,Kensington Market,Rasta Pasta,Caribbean Restaurant,43.65420716538317,-79.40046891984555
1732,Kensington Market,Urban Herbivore,Vegetarian / Vegan Restaurant,43.65619336278354,-79.40267323355785
1733,Kensington Market,Fudao Noodle House,Noodle House,43.654645274716124,-79.39887355126278
1734,Kensington Market,The Dirty Bird Chicken + Waffles,Comfort Food Restaurant,43.65461198283731,-79.40067408795788
1735,Kensington Market,Torteria San Cosme,Mexican Restaurant,43.65470199390117,-79.40064636669985
1736,Kensington Market,Nu Bügel,Bagel Shop,43.65554660380164,-79.40252785873975
1737,Kensington Market,Bunner's Bake Shop,Bakery,43.655655031503564,-79.40246748520138
1738,Kensington Market,The Burgernator,Burger Joint,43.65564188206897,-79.40244009529668
1739,Kensington Market,Voodoo Child,Café,43.65695821626081,-79.40546029795985
1740,Kensington Market,Toronto Popcorn Co,Snack Place,43.65502850858242,-79.39950090464713
1741,Kensington Market,Dumpling House,Dumpling Restaurant,43.65386003934455,-79.3985583639792
1742,Kensington Market,Fresco's Fish & Chips,Fish & Chips Shop,43.6541454478424,-79.40180347428756
1743,Kensington Market,Kanto,Filipino Restaurant,43.6521668804813,-79.40484262234281
1744,Kensington Market,Buddha's Vegetarian,Vegetarian / Vegan Restaurant,43.65190355922526,-79.40331176640306
1745,Kensington Market,Thai Country Kitchen,Thai Restaurant,43.65615859831661,-79.39942261134613
1746,Kensington Market,Jumbo Empanadas,Café,43.65483086424975,-79.40209828955608
1747,Kensington Market,Isshin Ramen 一心,Ramen Restaurant,43.65651655724417,-79.40694540739058
1748,Kensington Market,Krispy Kreme,Donut Shop,43.65583357917441,-79.3994168504878
1749,Kensington Market,Mother's Dumplings,Dumpling Restaurant,43.65710501801941,-79.39955196237875
1750,Kensington Market,Grasshopper,Vegetarian / Vegan Restaurant,43.65757329774803,-79.40215928821414
1751,Kensington Market,Manic Coffee,Café,43.656684355245964,-79.40703202630826
1752,Kensington Market,Swatow Restaurant 汕頭小食家,Chinese Restaurant,43.65386562507761,-79.39833353339202
1753,Kensington Market,Pho Hung,Vietnamese Restaurant,43.654434,-79.398883
1754,Kensington Market,Market 707,Food Court,43.652127706758996,-79.40484420479436
1755,Kensington Market,Pow Wow Cafe,Taco Place,43.65410919456478,-79.40177892237044
1756,Kensington Market,Anh Dao,Vietnamese Restaurant,43.6562166496578,-79.39926507682435
1757,Kensington Market,Maker Pizza,Pizza Place,43.6504011331197,-79.39804047841302
1758,Kensington Market,Ajisen Ramen 味千拉麵,Ramen Restaurant,43.65391272417607,-79.39859327119643
1759,Kensington Market,Sheherzade,Persian Restaurant,43.656658800835054,-79.40696895427777
1760,Kensington Market,Top Gun Steak,Sandwich Place,43.65503882315101,-79.40216670893439
1761,Kensington Market,Maison Close Est. 1888,Bistro,43.653208,-79.399785
1762,Kensington Market,Greens Vegetarian Restaurant,Vegetarian / Vegan Restaurant,43.652033704026216,-79.40238187213345
1763,Kensington Market,Aunties & Uncles,Breakfast Spot,43.657002319344706,-79.40664730258456
1764,Kensington Market,Ka Chi Korean Restaurant,Korean Restaurant,43.654306552286656,-79.3992765578534
1765,Kensington Market,Gushi,Japanese Restaurant,43.65225817681606,-79.40488372625506
1766,Kensington Market,Rol San Restaurant 龍笙棧,Dim Sum Restaurant,43.65431754076345,-79.39864998374682
1767,Kensington Market,Fresca Pizza & Pasta,Pizza Place,43.65767178765488,-79.40192098444325
1768,Kensington Market,The Hogtown Vegan,Vegetarian / Vegan Restaurant,43.657007,-79.405302
1769,Kensington Market,Porchetta & Co.,Sandwich Place,43.651576,-79.40895
1770,Kensington Market,Snakes & Lattes,Café,43.65609293764607,-79.40913788978382
1771,Kensington Market,Sheba Ethiopian,Ethiopian Restaurant,43.656685815602685,-79.40682692461255
1772,Kensington Market,Fancy Franks,Hot Dog Joint,43.6574804927611,-79.40273257272881
1773,Kensington Market,Bar Raval,Tapas Restaurant,43.65590380020168,-79.41012528837247
1774,Kensington Market,La Carnita,Taco Place,43.65591551086448,-79.40985687766016
1776,Kensington Market,The Clubhouse,Sandwich Place,43.6582455666801,-79.39989387989043
1777,Kensington Market,Village Pizza,Pizza Place,43.652065,-79.406425
1778,Kensington Market,Campagnolo,Italian Restaurant,43.651599912939076,-79.40959851567801
1779,Kensington Market,Woodlot Restaurant & Bakery,New American Restaurant,43.655765,-79.409929
1780,Kensington Market,Asian Legend 味香村,Chinese Restaurant,43.65360271388312,-79.39504693953127
1781,Kensington Market,Banh Mi Boys,Sandwich Place,43.648649805139854,-79.39685914804579
1782,Kensington Market,Queen Margherita Pizza,Italian Restaurant,43.65205447497852,-79.40726328734823
1783,Kensington Market,Rosewood Chinese Cuisine,Chinese Restaurant,43.65317123090316,-79.39670982441321
1784,Kensington Market,Saku Sushi,Sushi Restaurant,43.648038262053305,-79.40026848917229
1785,Kensington Market,DaiLo,Asian Restaurant,43.65593123308572,-79.40992383039809
1786,Kensington Market,La Palette,French Restaurant,43.64782019405015,-79.40095745762193
1787,Kensington Market,The Pomegranate,Middle Eastern Restaurant,43.65667341683038,-79.40690036676448
1788,Kensington Market,Caldense Bakery,Bakery,43.65177230694368,-79.40859700579766
1789,Kensington Market,Arepa Cafe,Arepa Restaurant,43.64784655479944,-79.40092457183587
1790,Kensington Market,B.GOOD,Fast Food Restaurant,43.64775427416166,-79.40111035649997
1791,Kensington Market,Dim Sum King Seafood Restaurant,Dim Sum Restaurant,43.653430070396446,-79.39553945215319
1792,Kensington Market,Bun Saigon Vietnamese Restaurant,Vietnamese Restaurant,43.651676463481216,-79.39765619789816
1793,Kensington Market,Chop Chop,Chinese Restaurant,43.652060345335286,-79.4070732835661
1794,Kensington Market,Kinton Ramen,Ramen Restaurant,43.65579361535061,-79.39404723909021
1795,Kensington Market,Cacao 70,Creperie,43.648351398208,-79.39808247973598
1796,Kensington Market,Old School,American Restaurant,43.6518670453089,-79.40846172079483
1797,Kensington Market,Mars Food,Diner,43.65660556783805,-79.40718861718922
1798,Kensington Market,Saffron Spice Kitchen,Sri Lankan Restaurant,43.648568280297056,-79.39728377466099
1799,Kensington Market,Rebozos College,Mexican Restaurant,43.65667118974357,-79.407003781084
1800,Kensington Market,Light Café 路燈咖啡,Café,43.65607098189164,-79.39302058882892
1801,Kensington Market,Pokito,Hawaiian Restaurant,43.64850288544916,-79.39794579549702
1802,Kensington Market,La Palma,Italian Restaurant,43.651425690080174,-79.4102625042409
1803,Kensington Market,KINTON RAMEN,Ramen Restaurant,43.648705139567284,-79.39728052502396
1804,Kensington Market,Hacienda Las Americas,Taco Place,43.656634,-79.407047
1805,Kensington Market,My Roti Place,Indian Restaurant,43.648458,-79.397358
1806,Kensington Market,Aroma Espresso Bar,Café,43.64803481756751,-79.39958308867753
1807,Kensington Market,Ali Baba's,Mediterranean Restaurant,43.652099414312005,-79.40720229046343
1808,Kensington Market,To-Ne Sushi,Sushi Restaurant,43.64850841537041,-79.39773952950517
1809,CN Tower,SOCO Kitchen+Bar,Bistro,43.64280448399251,-79.38392149415381
1810,CN Tower,Aroma Espresso Bar,Café,43.6423209103846,-79.38374932648954
1811,CN Tower,Evviva Restaurant,Deli / Bodega,43.64157991761808,-79.38345644030795
1812,CN Tower,iQ Food Co,Salad Place,43.642851,-79.382081
1813,CN Tower,Taverna Mercatto,Italian Restaurant,43.64262514139939,-79.38325673989138
1814,CN Tower,TOCA,Italian Restaurant,43.64543117726125,-79.38705858895491
1815,CN Tower,Scaddabush,Italian Restaurant,43.6447367776608,-79.38535477982775
1816,CN Tower,Boxcar Social,Café,43.63831906511549,-79.38246311921247
1817,CN Tower,Union Chicken,Fried Chicken Joint,43.64491185903613,-79.38232534702786
1818,CN Tower,e11even,New American Restaurant,43.64242558687748,-79.38144094115985
1819,CN Tower,Mi-Ne,Japanese Restaurant,43.64073639213635,-79.39111356908798
1820,CN Tower,A&W,Fast Food Restaurant,43.645982,-79.389621
1821,CN Tower,Indian Roti House,Indian Restaurant,43.63906038875002,-79.38542224544638
1822,CN Tower,Gonoe Sushi Japanese Restaurant,Sushi Restaurant,43.63901430970685,-79.38591360078077
1823,CN Tower,Byblos Toronto,Mediterranean Restaurant,43.647615054171766,-79.3883810317138
1824,CN Tower,Pai,Thai Restaurant,43.64792310735613,-79.38857932631602
1825,CN Tower,Akira Back,Japanese Restaurant,43.645375789305994,-79.39206284397356
1826,CN Tower,Jack Astor's Bar & Grill,American Restaurant,43.645315,-79.383837
1827,CN Tower,Pearl Harbourfront,Chinese Restaurant,43.63815654013541,-79.38068763743328
1829,CN Tower,Miku,Japanese Restaurant,43.64137436,-79.37753063
1830,CN Tower,Amano Pasta,Italian Restaurant,43.64491852117436,-79.38235777637108
1831,CN Tower,McCafé,Café,43.644490691919735,-79.38110912246584
1833,CN Tower,Sam James Coffee Bar (SJCB),Café,43.64788137014028,-79.38433152836829
1834,CN Tower,Copacabana Grilled Brazilian,Brazilian Restaurant,43.64833259480477,-79.3881514766071
1836,CN Tower,La Carnita,Taco Place,43.647291470152034,-79.389929645749
1837,CN Tower,Pizzeria Libretto,Pizza Place,43.64833354686235,-79.38511050184168
1838,CN Tower,Rialto Espresso Bar,Café,43.648059,-79.389791
1839,CN Tower,Hey Lucy,Pizza Place,43.64644323473171,-79.3900444274345
1840,CN Tower,The Shore Club,Seafood Restaurant,43.64582320773401,-79.3867806484435
1841,CN Tower,Yuzu No Hana,Sushi Restaurant,43.6483011115534,-79.3883359381972
1844,CN Tower,Cora's,Breakfast Spot,43.644506463946584,-79.39179057484822
1845,CN Tower,Figo,Italian Restaurant,43.64772466405093,-79.39052085550152
1846,CN Tower,Joe Bird,Fried Chicken Joint,43.6382035241723,-79.38035466343936
1848,CN Tower,McEwan Foods,Deli / Bodega,43.64716011126396,-79.38104402548048
1849,CN Tower,Kit Kat Italian Bar & Grill,Italian Restaurant,43.64641598988062,-79.39003009548966
1850,CN Tower,Music Garden Cafe,Café,43.63741272727682,-79.39319822559642
1851,CN Tower,Michael's on Simcoe,Steakhouse,43.64826881661747,-79.38632821234134
1852,CN Tower,Smoke's Poutinerie,Poutine Place,43.64832485079356,-79.38764632711833
1853,CN Tower,Superfood Eateries,Vegetarian / Vegan Restaurant,43.648013500060394,-79.38969430846187
1854,CN Tower,Fat Bastard Burrito Co.,Burrito Place,43.648146672800344,-79.38921873094012
1855,CN Tower,Subway,Sandwich Place,43.63946501862797,-79.38353346795704
1856,CN Tower,Pie Bar,Pizza Place,43.63817355603517,-79.38054644461133
1857,CN Tower,Kupfert & Kim,Vegetarian / Vegan Restaurant,43.64117858582677,-79.37814448224783
1858,CN Tower,sen5e,Bistro,43.644617,-79.391738
1859,CN Tower,Piazza Manna,Italian Restaurant,43.641460067165184,-79.37771914472566
1860,CN Tower,Pizzaiolo,Pizza Place,43.63911334934392,-79.38726583483393
1861,CN Tower,A&W,Fast Food Restaurant,43.64136651819956,-79.37794165160912
1862,CN Tower,The Belly Buster Submarines,Sandwich Place,43.64564264430336,-79.39353168010712
1863,CN Tower,Pizza Rustica Restaurant & Bar,Pizza Place,43.64491920354413,-79.3918436177755
1864,CN Tower,Miller Tavern,Steakhouse,43.64239153286039,-79.37751186704443
1865,CN Tower,Spice Thai,Thai Restaurant,43.63940652819094,-79.38445898645135
1867,CN Tower,Liberty Shawarma,Falafel Restaurant,43.640978150682436,-79.39326121823912
1868,CN Tower,Pizza Nova,Pizza Place,43.64327168873745,-79.39183585267101
1869,CN Tower,Szechuan Express,Chinese Restaurant,43.64134582504235,-79.37796013792254
1870,CN Tower,Mamma's Pizza,Pizza Place,43.63904861970403,-79.38632341824247
1871,CN Tower,Double Double Pizza & Chicken,Pizza Place,43.638819,-79.386868
1872,CN Tower,Wahlburgers,Burger Joint,43.64514798543014,-79.39192788468328
1873,CN Tower,Watermark at Radisson,American Restaurant,43.63887952555827,-79.38540597046132
1874,CN Tower,Mr. Greek Express,Greek Restaurant,43.640447,-79.390876
1875,CN Tower,Habeebee's Shawarma,Middle Eastern Restaurant,43.639643632294266,-79.38268431323097
1876,CN Tower,Mmmuffins,Bakery,43.64629571415009,-79.37982450156323
